Date,Mkt-RF,SMB,HML,RF
-0--2-98--,0.47,0.03,-0.19,0.02
-0--2-98--,-0.63,0.38,0.54,0.02
-0--2-98--,0.82,-0.62,-0.27,0.02
-0--2-98--,0.84,0.1,-0.1,0.02
-0--2-98--,0.43,0.27,0.04,0.02
-0--0-98--,0.61,0.04,0.39,0.02
-0--0-98--,0.1,-0.08,0.36,0.02
-0--0-98--,-0.68,0.45,0.03,0.02
-0--0-98--,-1.33,0.04,0.41,0.02
-0--0-98--,1.64,-0.57,-0.35,0.02
-0--0-98--,0.07,-0.06,0.32,0.02
-0--1-98--,0.68,-0.17,-0.08,0.02
-0--1-98--,0.12,0.08,0.08,0.02
-0--1-98--,0.05,0.24,-0.1,0.02
-0--1-98--,0.74,0.19,0.08,0.02
-0--1-98--,0.3,-0.25,0.13,0.02
-0--1-98--,0.37,-0.34,0.27,0.02
-0--1-98--,-0.18,-0.13,0.0,0.02
-0--1-98--,0.34,-0.17,0.1,0.02
-0--2-98--,0.64,-0.37,0.33,0.02
-0--2-98--,0.03,0.26,-0.03,0.02
-0--2-98--,0.53,-0.43,0.18,0.02
-0--2-98--,0.28,0.12,0.17,0.02
-0--2-98--,0.14,0.29,-0.13,0.02
-0--2-98--,-0.27,0.24,0.13,0.02
-0--3-98--,-0.86,0.32,-0.26,0.02
-0--3-98--,0.45,-0.34,-0.12,0.02
-0--0-98--,0.27,-0.31,-0.32,0.02
-0--0-98--,0.23,-0.58,-0.07,0.02
-0--0-98--,0.16,-0.03,0.07,0.02
-0--0-98--,0.5,-0.46,0.77,0.02
-0--0-98--,-0.57,0.06,0.28,0.02
-0--0-98--,0.26,0.46,-0.24,0.02
-0--0-98--,0.5,-0.04,-0.03,0.02
-0--1-98--,0.26,0.03,0.07,0.02
-0--1-98--,-0.22,-0.06,0.45,0.02
-0--1-98--,0.89,0.07,0.26,0.02
-0--1-98--,0.15,0.19,0.05,0.02
-0--1-98--,-1.04,0.66,-0.07,0.02
-0--1-98--,0.31,-0.36,-0.08,0.02
-0--2-98--,0.37,0.16,-0.25,0.02
-0--2-98--,0.34,0.35,-0.16,0.02
-0--2-98--,-0.05,0.0,-0.05,0.02
-0--2-98--,-0.82,0.16,-0.1,0.02
-0--2-98--,-0.74,0.32,-0.15,0.02
-0--2-98--,-2.28,0.46,-0.33,0.02
-0--2-98--,0.33,-0.06,-0.03,0.02
-0--2-98--,0.36,0.21,-0.21,0.02
-0--3-98--,1.55,-0.8,-0.13,0.02
-0--0-98--,0.64,-0.42,0.27,0.02
-0--0-98--,0.6,-0.15,0.18,0.02
-0--0-98--,-0.38,0.25,0.06,0.02
-0--0-98--,-0.67,0.34,0.17,0.02
-0--0-98--,-1.0,0.37,0.29,0.02
-0--0-98--,0.7,-0.31,-0.38,0.02
-0--1-98--,0.38,-0.53,0.22,0.02
-0--1-98--,-0.04,-0.12,-0.22,0.02
-0--1-98--,0.1,-0.06,-0.06,0.02
-0--1-98--,-0.16,-0.01,0.01,0.02
-0--1-98--,-0.59,0.14,0.37,0.02
-0--1-98--,-0.75,0.01,-0.01,0.02
-0--1-98--,0.62,-0.28,-0.07,0.02
-0--2-98--,0.77,-0.54,0.27,0.02
-0--2-98--,0.24,0.09,0.4,0.02
-0--2-98--,-0.27,-0.07,0.22,0.02
-0--2-98--,0.1,-0.09,0.05,0.02
-0--2-98--,-0.79,-0.19,0.31,0.02
-0--2-98--,-1.12,-0.14,-0.48,0.02
-0--2-98--,0.21,0.24,0.04,0.02
-0--2-98--,-0.2,0.43,0.24,0.02
-0--0-98--,-0.47,-0.45,0.52,0.02
-0--0-98--,0.38,-0.51,0.08,0.02
-0--0-98--,-0.15,0.15,0.31,0.02
-0--0-98--,0.34,-0.29,-0.34,0.02
-0--0-98--,0.91,-0.87,-0.36,0.02
-0--0-98--,0.23,-0.16,-0.07,0.02
-0--0-98--,0.06,-0.02,-0.5,0.02
-0--1-98--,-0.9,-0.3,0.35,0.02
-0--1-98--,-1.84,0.41,0.19,0.02
-0--1-98--,-0.4,-0.1,-0.26,0.02
-0--1-98--,-1.92,0.15,0.14,0.02
-0--1-98--,0.94,-0.22,-0.33,0.02
-0--1-98--,2.31,-0.53,-0.16,0.02
-0--1-98--,-0.04,-0.09,-0.24,0.02
-0--1-98--,-0.36,0.31,0.14,0.02
-0--2-98--,-0.19,0.03,-0.28,0.02
-0--2-98--,0.63,-0.64,-0.5,0.02
-0--2-98--,0.67,-0.46,-0.42,0.02
-0--2-98--,0.3,-0.23,0.14,0.02
-0--2-98--,-0.02,-0.23,-0.2,0.02
-0--2-98--,0.57,-0.23,-0.07,0.02
-0--3-98--,0.26,0.52,0.13,0.02
-0--0-98--,1.23,-0.75,0.41,0.02
-0--0-98--,-0.15,-0.06,0.12,0.02
-0--0-98--,0.22,-0.08,0.03,0.02
-0--0-98--,0.41,-0.28,0.03,0.02
-0--0-98--,0.15,-0.12,0.27,0.02
-0--0-98--,0.55,-0.65,-0.39,0.02
-0--0-98--,-0.72,0.3,-0.2,0.02
-0--1-98--,-0.07,-0.31,-0.22,0.02
-0--1-98--,0.5,-0.27,-0.13,0.02
-0--1-98--,0.91,-0.68,0.08,0.02
-0--1-98--,0.25,0.19,-0.2,0.02
-0--1-98--,0.57,0.0,-0.42,0.02
-0--1-98--,0.52,-0.28,-0.13,0.02
-0--2-98--,0.1,0.04,-0.32,0.02
-0--2-98--,-1.18,0.42,0.02,0.02
-0--2-98--,-0.91,-0.03,-0.21,0.02
-0--2-98--,-1.28,0.17,0.17,0.02
-0--2-98--,-0.22,-0.15,-0.18,0.02
-0--2-98--,-0.77,-0.47,-0.26,0.02
-0--2-98--,-0.47,0.23,0.33,0.02
-0--2-98--,-0.55,-0.1,0.09,0.02
-0--3-98--,0.83,-0.89,-0.37,0.02
-0--3-98--,-1.1,0.28,0.28,0.02
-0--0-98--,-1.26,-0.14,0.18,0.02
-0--0-98--,-1.75,0.7,0.47,0.02
-0--0-98--,-0.47,-0.6,0.14,0.02
-0--0-98--,-0.03,0.54,-0.6,0.02
-0--0-98--,0.37,0.26,-0.46,0.02
-0--1-98--,-0.98,0.35,-0.38,0.02
-0--1-98--,-2.25,-0.08,-0.17,0.02
-0--1-98--,1.14,-0.58,0.05,0.02
-0--1-98--,-0.71,0.01,0.38,0.02
-0--1-98--,-0.59,0.08,0.11,0.02
-0--1-98--,0.66,-1.15,-0.53,0.02
-0--1-98--,1.85,-0.98,-0.25,0.02
-0--1-98--,0.27,-0.15,0.01,0.02
-0--2-98--,-0.6,0.3,-0.14,0.02
-0--2-98--,-1.89,0.63,-0.21,0.02
-0--2-98--,0.07,-0.87,-0.26,0.02
-0--2-98--,0.68,-1.18,-0.03,0.02
-0--2-98--,-1.6,-0.27,-0.39,0.02
-0--2-98--,-3.34,0.79,0.09,0.02
-0--2-98--,-1.01,-0.41,0.27,0.02
-0--3-98--,-3.43,1.2,1.79,0.02
-0--0-98--,1.32,-0.99,-0.47,0.02
-0--0-98--,0.85,0.2,0.03,0.02
-0--0-98--,-0.65,0.42,-0.19,0.02
-0--0-98--,-0.31,0.44,-0.32,0.02
-0--0-98--,1.27,-0.27,0.43,0.02
-0--0-98--,2.85,-1.23,-0.77,0.02
-0--0-98--,-1.57,0.31,-0.23,0.02
-0--1-98--,-1.92,1.3,0.27,0.02
-0--1-98--,0.84,-0.46,-0.69,0.02
-0--1-98--,1.92,-1.27,0.04,0.02
-0--1-98--,0.08,-0.43,0.1,0.02
-0--1-98--,0.71,-0.44,0.03,0.02
-0--1-98--,-2.47,1.59,0.19,0.02
-0--1-98--,-0.35,0.64,-0.16,0.02
-0--2-98--,-1.31,-0.08,-0.44,0.02
-0--2-98--,1.01,-0.4,-0.23,0.02
-0--2-98--,2.51,-1.65,-0.46,0.02
-0--2-98--,-0.87,1.12,0.06,0.02
-0--2-98--,-0.79,-0.07,-0.34,0.02
-0--2-98--,0.84,-0.6,0.16,0.02
-0--2-98--,-0.09,-0.16,-0.19,0.02
-0--3-98--,-2.42,1.65,-0.09,0.02
-1--0-98--,-3.1,0.62,0.77,0.01
-1--0-98--,-0.23,-0.8,0.72,0.01
-1--0-98--,-1.68,-0.58,0.84,0.01
-1--0-98--,1.32,-1.45,0.66,0.01
-1--0-98--,0.63,0.48,1.28,0.01
-1--0-98--,-2.42,-0.15,0.22,0.01
-1--0-98--,1.99,-0.91,0.05,0.01
-1--1-98--,2.47,-1.02,-0.65,0.01
-1--1-98--,-0.28,-0.68,0.1,0.01
-1--1-98--,0.99,-0.51,-0.37,0.01
-1--1-98--,3.01,-0.81,-0.63,0.01
-1--1-98--,1.59,0.28,-0.31,0.01
-1--1-98--,0.34,1.05,-0.12,0.01
-1--2-98--,0.97,-0.21,0.3,0.01
-1--2-98--,-0.04,0.61,-0.29,0.01
-1--2-98--,0.49,0.59,-0.56,0.01
-1--2-98--,-0.43,0.59,-0.52,0.01
-1--2-98--,-0.33,0.37,-0.28,0.01
-1--2-98--,0.77,-0.05,-0.08,0.01
-1--2-98--,-0.53,0.51,-0.01,0.01
-1--2-98--,1.2,-0.49,-0.3,0.01
-1--3-98--,1.31,-0.4,0.33,0.01
-1--0-98--,1.79,0.04,-0.08,0.01
-1--0-98--,-0.26,0.43,-0.01,0.01
-1--0-98--,1.29,-0.44,0.32,0.01
-1--0-98--,0.05,0.29,-0.47,0.01
-1--0-98--,0.11,0.16,-0.55,0.01
-1--0-98--,-1.21,0.44,-0.59,0.01
-1--1-98--,-0.48,0.06,-0.47,0.01
-1--1-98--,0.26,-0.02,0.41,0.01
-1--1-98--,-0.61,0.1,-0.04,0.01
-1--1-98--,0.32,-0.68,0.27,0.01
-1--1-98--,1.44,-0.49,0.14,0.01
-1--1-98--,-0.02,-0.3,-0.07,0.01
-1--1-98--,0.1,0.13,-0.2,0.01
-1--1-98--,0.83,-0.28,-0.04,0.01
-1--2-98--,1.12,-0.77,0.01,0.01
-1--2-98--,1.38,-1.28,-0.33,0.01
-1--2-98--,-0.16,0.48,0.24,0.01
-1--2-98--,-0.01,0.39,-0.04,0.01
-1--2-98--,0.57,-0.4,0.31,0.01
-1--2-98--,0.13,0.34,-0.46,0.01
-1--3-98--,-1.66,1.34,0.37,0.01
-1--0-98--,-0.44,0.17,-0.35,0.02
-1--0-98--,0.13,0.36,0.16,0.02
-1--0-98--,-0.56,0.06,0.26,0.02
-1--0-98--,0.84,-0.87,-0.48,0.02
-1--0-98--,0.36,-0.22,-0.44,0.02
-1--0-98--,0.19,0.1,-0.2,0.02
-1--0-98--,0.32,-0.16,-0.25,0.02
-1--1-98--,-0.6,0.55,0.56,0.02
-1--1-98--,-0.53,0.21,-0.31,0.02
-1--1-98--,-1.36,0.09,0.63,0.02
-1--1-98--,0.6,-0.96,-0.85,0.02
-1--1-98--,0.1,-0.2,-0.02,0.02
-1--1-98--,1.22,-0.94,-0.15,0.02
-1--1-98--,0.6,0.32,-0.4,0.02
-1--2-98--,1.24,-0.97,-0.61,0.02
-1--2-98--,-0.25,0.01,-0.57,0.02
-1--2-98--,1.5,-0.82,-0.44,0.02
-1--2-98--,-0.28,0.14,0.01,0.02
-1--2-98--,0.08,0.04,0.12,0.02
-1--2-98--,0.3,0.06,-0.16,0.02
-1--2-98--,0.85,-0.24,-0.31,0.02
-1--3-98--,-0.49,0.89,0.39,0.02
-1--3-98--,0.45,0.98,0.08,0.02
-0--0-99--,-0.07,0.01,-0.01,0.02
-0--0-99--,1.06,-0.41,0.14,0.02
-0--0-99--,0.67,-0.71,-0.17,0.02
-0--0-99--,1.51,-0.91,-0.15,0.02
-0--0-99--,0.08,0.63,-0.02,0.02
-0--0-99--,-0.02,0.18,0.09,0.02
-0--1-99--,-0.72,1.28,0.02,0.02
-0--1-99--,-1.57,0.5,-0.23,0.02
-0--1-99--,-1.26,0.37,-0.19,0.02
-0--1-99--,-0.69,0.73,-0.09,0.02
-0--1-99--,1.31,-1.03,-0.42,0.02
-0--1-99--,0.89,-0.38,-0.12,0.02
-0--1-99--,0.27,0.37,-0.63,0.02
-0--2-99--,0.52,-0.11,-0.47,0.02
-0--2-99--,-1.18,0.58,0.37,0.02
-0--2-99--,-1.32,0.79,-0.16,0.02
-0--2-99--,0.36,-0.52,-0.06,0.02
-0--2-99--,0.96,-0.12,-0.71,0.02
-0--2-99--,-0.65,-0.05,-0.57,0.02
-0--2-99--,0.95,-1.06,-0.4,0.02
-0--2-99--,0.75,-0.23,-0.19,0.02
-0--0-99--,0.23,-0.01,0.11,0.02
-0--0-99--,-0.35,0.61,0.16,0.02
-0--0-99--,-0.14,0.07,-0.58,0.02
-0--0-99--,-0.79,0.69,0.5,0.02
-0--0-99--,-1.03,-0.12,0.56,0.02
-0--0-99--,0.0,-0.22,-0.02,0.02
-0--0-99--,-1.76,0.74,0.74,0.02
-0--1-99--,-0.16,-0.49,-0.14,0.02
-0--1-99--,1.44,-0.78,-0.8,0.02
-0--1-99--,-0.45,0.17,0.35,0.02
-0--1-99--,-0.18,-0.14,-0.02,0.02
-0--1-99--,0.2,-0.95,-0.22,0.02
-0--1-99--,-1.0,0.17,0.43,0.02
-0--1-99--,0.31,-0.7,0.13,0.02
-0--1-99--,-0.23,-0.08,-0.53,0.02
-0--2-99--,1.7,-1.06,-0.55,0.02
-0--2-99--,0.4,-0.07,-0.4,0.02
-0--2-99--,-0.54,0.27,-0.18,0.02
-0--2-99--,-0.54,0.58,0.38,0.02
-0--2-99--,-0.39,0.37,0.36,0.02
-0--0-99--,-0.78,0.58,0.0,0.02
-0--0-99--,-0.4,0.07,0.29,0.02
-0--0-99--,-0.43,-0.22,0.07,0.02
-0--0-99--,0.71,-1.0,-0.14,0.02
-0--0-99--,2.13,-1.01,-0.08,0.02
-0--0-99--,0.55,0.13,-0.48,0.02
-0--0-99--,0.2,-0.05,-0.06,0.02
-0--1-99--,0.78,-0.1,0.55,0.02
-0--1-99--,1.05,-0.67,0.19,0.02
-0--1-99--,-0.25,0.05,0.42,0.02
-0--1-99--,0.58,-0.16,-0.15,0.02
-0--1-99--,0.45,0.17,0.0,0.02
-0--1-99--,-0.33,0.2,0.46,0.02
-0--1-99--,0.26,-0.51,-0.11,0.02
-0--1-99--,-0.11,0.16,0.6,0.02
-0--2-99--,-0.38,-0.03,0.14,0.02
-0--2-99--,-1.88,0.93,0.6,0.02
-0--2-99--,-0.42,-0.06,-0.28,0.02
-0--2-99--,1.48,-0.27,-0.44,0.02
-0--2-99--,-0.46,0.51,-0.49,0.02
-0--2-99--,1.22,-0.51,-1.13,0.02
-0--3-99--,-0.38,0.45,-0.31,0.02
-0--3-99--,-0.06,0.32,0.53,0.02
-0--0-99--,0.45,-0.4,-0.17,0.02
-0--0-99--,0.06,0.29,0.05,0.02
-0--0-99--,0.74,-0.5,-0.41,0.02
-0--0-99--,0.65,-0.37,0.3,0.02
-0--0-99--,0.35,-0.54,0.1,0.02
-0--0-99--,0.88,-0.2,-0.17,0.02
-0--0-99--,0.54,0.54,0.02,0.02
-0--1-99--,0.19,0.26,-0.12,0.02
-0--1-99--,0.2,0.9,-0.13,0.02
-0--1-99--,-0.53,0.58,1.4,0.02
-0--1-99--,-0.53,0.35,0.96,0.02
-0--1-99--,0.07,0.83,0.84,0.02
-0--1-99--,-0.98,-0.22,2.33,0.02
-0--2-99--,-0.31,-0.19,-0.73,0.02
-0--2-99--,1.09,-0.26,-1.46,0.02
-0--2-99--,1.28,-0.42,-0.69,0.02
-0--2-99--,0.14,0.46,0.09,0.02
-0--2-99--,0.45,0.21,-0.64,0.02
-0--2-99--,0.63,-0.42,0.35,0.02
-0--2-99--,-0.44,0.4,1.11,0.02
-0--2-99--,-0.44,0.49,0.46,0.02
-0--3-99--,-0.25,0.57,0.06,0.02
-0--0-99--,0.73,-0.51,0.38,0.02
-0--0-99--,-0.57,0.68,0.5,0.02
-0--0-99--,0.45,-0.03,0.18,0.02
-0--0-99--,-0.19,0.76,0.76,0.02
-0--0-99--,0.03,-0.2,-0.15,0.02
-0--1-99--,0.1,0.52,0.03,0.02
-0--1-99--,0.34,-0.07,-0.69,0.02
-0--1-99--,0.1,0.19,-0.27,0.02
-0--1-99--,0.23,-0.34,0.14,0.02
-0--1-99--,-1.74,1.14,0.17,0.02
-0--1-99--,-0.74,0.03,-0.73,0.02
-0--1-99--,0.13,0.1,0.02,0.02
-0--1-99--,0.32,-0.57,-0.26,0.02
-0--2-99--,-0.01,0.32,-0.08,0.02
-0--2-99--,-0.34,0.49,0.28,0.02
-0--2-99--,-0.86,0.51,0.69,0.02
-0--2-99--,-1.21,0.4,0.43,0.02
-0--2-99--,0.16,-0.79,-0.27,0.02
-0--2-99--,-0.81,1.13,0.21,0.02
-0--2-99--,0.62,-0.67,-0.76,0.02
-0--3-99--,0.14,-0.08,0.06,0.02
-0--0-99--,0.01,0.53,0.39,0.02
-0--0-99--,0.0,-0.24,-0.08,0.02
-0--0-99--,0.31,-0.28,-0.1,0.02
-0--0-99--,1.23,-0.39,-0.94,0.02
-0--0-99--,0.73,0.05,0.26,0.02
-0--0-99--,-0.03,0.53,0.37,0.02
-0--0-99--,0.19,0.33,-0.16,0.02
-0--1-99--,-0.56,0.78,0.76,0.02
-0--1-99--,0.22,-0.01,0.48,0.02
-0--1-99--,-0.83,-0.29,0.54,0.02
-0--1-99--,0.29,-0.45,0.16,0.02
-0--1-99--,1.06,-0.52,-0.82,0.02
-0--1-99--,0.87,0.03,-0.12,0.02
-0--1-99--,0.25,0.09,-0.05,0.02
-0--2-99--,0.44,0.29,-0.54,0.02
-0--2-99--,-0.47,0.79,0.04,0.02
-0--2-99--,-0.46,0.54,0.07,0.02
-0--2-99--,-0.74,0.66,0.11,0.02
-0--2-99--,-0.08,0.17,-0.05,0.02
-0--2-99--,0.48,-0.02,-0.28,0.02
-0--2-99--,0.83,-0.08,-0.63,0.02
-0--3-99--,0.86,0.48,-1.11,0.02
-0--0-99--,0.88,-0.64,-0.32,0.02
-0--0-99--,0.75,-0.02,-0.32,0.02
-0--0-99--,0.47,-0.36,0.01,0.02
-0--0-99--,-0.19,0.07,0.12,0.02
-0--0-99--,-0.1,-0.21,0.03,0.02
-0--0-99--,-0.17,0.27,0.05,0.02
-0--0-99--,0.23,0.11,-0.03,0.02
-0--1-99--,0.04,0.39,-0.07,0.02
-0--1-99--,-0.45,0.38,0.05,0.02
-0--1-99--,0.53,0.09,-0.22,0.02
-0--1-99--,0.91,-0.26,-0.44,0.02
-0--1-99--,0.09,-0.23,-0.2,0.02
-0--1-99--,0.21,0.23,0.58,0.02
-0--2-99--,-1.53,0.74,0.84,0.02
-0--2-99--,-0.05,0.28,-0.19,0.02
-0--2-99--,-1.11,0.53,0.33,0.02
-0--2-99--,-0.71,0.16,-0.02,0.02
-0--2-99--,-0.56,0.1,0.37,0.02
-0--2-99--,0.76,-0.61,-0.33,0.02
-0--2-99--,0.56,-0.03,-0.19,0.02
-0--2-99--,-1.03,0.87,0.63,0.02
-0--3-99--,0.19,0.13,0.21,0.02
-0--0-99--,-0.25,-0.27,0.18,0.02
-0--0-99--,-0.45,-0.15,0.06,0.02
-0--0-99--,-0.69,0.31,0.87,0.02
-0--0-99--,-0.69,-0.12,-0.37,0.02
-0--0-99--,-0.69,0.48,0.0,0.02
-0--0-99--,-0.01,-0.16,0.31,0.02
-0--1-99--,-1.06,0.61,0.11,0.02
-0--1-99--,0.77,-0.56,-0.26,0.02
-0--1-99--,0.71,-0.25,0.13,0.02
-0--1-99--,1.24,-0.81,-1.01,0.02
-0--1-99--,0.7,0.12,-0.12,0.02
-0--1-99--,0.53,-0.19,-0.5,0.02
-0--1-99--,-0.01,0.5,-0.05,0.02
-0--1-99--,-0.35,0.55,0.66,0.02
-0--2-99--,1.04,-0.56,0.15,0.02
-0--2-99--,0.94,-1.05,-0.04,0.02
-0--2-99--,0.19,0.1,-0.31,0.02
-0--2-99--,0.45,-0.3,-1.27,0.02
-0--2-99--,-0.7,0.61,-0.05,0.02
-0--2-99--,-0.44,0.5,0.18,0.02
-0--3-99--,-0.61,0.75,-0.03,0.02
-0--3-99--,-0.59,1.13,-0.32,0.02
-0--0-99--,1.06,-0.36,-0.03,0.02
-0--0-99--,-0.58,0.55,0.03,0.02
-0--0-99--,1.68,-1.06,-0.99,0.02
-0--0-99--,0.45,0.16,-0.23,0.02
-0--0-99--,-0.48,0.66,-0.16,0.02
-0--0-99--,-0.34,0.14,-0.04,0.02
-0--0-99--,0.83,0.05,0.23,0.02
-0--1-99--,-0.18,0.35,-0.42,0.02
-0--1-99--,0.11,0.76,0.11,0.02
-0--1-99--,-0.58,0.29,-0.05,0.02
-0--1-99--,-0.52,0.64,0.49,0.02
-0--1-99--,-0.75,-0.19,-0.22,0.02
-0--1-99--,0.54,-0.23,-0.5,0.02
-0--2-99--,0.28,-0.26,-0.41,0.02
-0--2-99--,-0.8,0.24,0.64,0.02
-0--2-99--,-0.62,0.06,-0.43,0.02
-0--2-99--,-0.7,0.23,0.7,0.02
-0--2-99--,-1.23,-0.44,-0.09,0.02
-0--2-99--,0.4,-0.5,-0.28,0.02
-0--2-99--,0.14,0.22,-0.46,0.02
-0--2-99--,-0.47,0.62,0.17,0.02
-0--3-99--,1.21,0.18,-0.05,0.02
-1--0-99--,0.2,0.1,-0.04,0.02
-1--0-99--,1.1,-0.84,-0.51,0.02
-1--0-99--,0.01,0.21,-0.66,0.02
-1--0-99--,0.78,-0.56,-0.73,0.02
-1--0-99--,0.27,0.13,-0.22,0.02
-1--0-99--,0.36,-0.69,-0.61,0.02
-1--1-99--,0.31,0.46,-0.43,0.02
-1--1-99--,-0.56,0.83,0.28,0.02
-1--1-99--,-1.5,0.42,0.6,0.02
-1--1-99--,-0.46,-0.31,0.18,0.02
-1--1-99--,-1.62,0.95,0.77,0.02
-1--1-99--,-1.07,-1.15,0.23,0.02
-1--1-99--,1.02,-0.64,-0.58,0.02
-1--2-99--,1.06,0.04,-1.28,0.02
-1--2-99--,-0.01,0.4,-0.19,0.02
-1--2-99--,0.98,-1.04,0.09,0.02
-1--2-99--,-0.05,0.29,-0.06,0.02
-1--2-99--,-0.28,-0.16,0.02,0.02
-1--2-99--,-0.01,-0.52,0.11,0.02
-1--2-99--,1.94,-1.67,-0.76,0.02
-1--2-99--,1.92,-0.8,-0.2,0.02
-1--0-99--,-0.26,0.77,-0.44,0.02
-1--0-99--,-0.05,0.18,0.32,0.02
-1--0-99--,0.28,0.31,-0.84,0.02
-1--0-99--,0.51,-0.47,-0.23,0.02
-1--0-99--,0.41,0.03,-0.85,0.02
-1--0-99--,0.18,0.52,-0.88,0.02
-1--0-99--,-0.17,0.5,0.07,0.02
-1--1-99--,0.87,-0.26,-0.4,0.02
-1--1-99--,0.41,-0.42,-1.37,0.02
-1--1-99--,0.39,-0.27,-0.85,0.02
-1--1-99--,0.38,0.45,-1.01,0.02
-1--1-99--,0.67,-0.59,-0.31,0.02
-1--1-99--,0.04,0.66,0.73,0.02
-1--1-99--,0.7,-0.08,-0.6,0.02
-1--1-99--,0.04,0.13,-0.19,0.02
-1--2-99--,0.17,0.46,-0.88,0.02
-1--2-99--,-0.55,-0.09,0.15,0.02
-1--2-99--,0.17,-0.69,-0.72,0.02
-1--2-99--,0.42,-0.35,-0.6,0.02
-1--2-99--,0.75,0.4,-0.56,0.02
-1--2-99--,-0.48,0.46,-0.9,0.02
-1--3-99--,-1.31,0.58,1.18,0.02
-1--0-99--,0.08,-0.35,0.32,0.02
-1--0-99--,0.32,0.04,-0.65,0.02
-1--0-99--,1.45,-0.65,-0.9,0.02
-1--0-99--,0.48,0.61,-0.74,0.02
-1--0-99--,-0.08,0.27,-0.26,0.02
-1--0-99--,-0.25,0.55,-0.61,0.02
-1--0-99--,0.04,-0.47,-0.31,0.02
-1--1-99--,0.22,0.24,-0.31,0.02
-1--1-99--,-0.02,0.7,-0.64,0.02
-1--1-99--,-0.94,-0.3,0.38,0.02
-1--1-99--,0.01,-1.17,0.78,0.02
-1--1-99--,0.83,-0.2,-0.39,0.02
-1--1-99--,0.28,-0.15,-0.62,0.02
-1--2-99--,0.15,-0.2,-0.17,0.02
-1--2-99--,0.44,-0.26,-0.41,0.02
-1--2-99--,0.86,-0.2,-0.31,0.02
-1--2-99--,1.2,-0.8,-0.06,0.02
-1--2-99--,0.15,-0.17,-0.2,0.02
-1--2-99--,0.06,0.76,-0.27,0.02
-1--2-99--,0.33,-0.05,-0.34,0.02
-1--2-99--,0.61,0.52,-0.55,0.02
-1--3-99--,0.54,0.22,-0.13,0.02
-1--3-99--,0.23,0.47,0.17,0.02
-0--0-00--,0.21,0.83,-0.77,0.02
-0--0-00--,-3.18,0.76,1.46,0.02
-0--0-00--,-1.51,0.13,1.37,0.02
-0--0-00--,-1.02,0.14,1.02,0.02
-0--0-00--,2.08,-0.56,-0.98,0.02
-0--1-00--,1.26,0.51,-1.39,0.02
-0--1-00--,-0.15,0.1,-0.18,0.02
-0--1-00--,-0.56,0.15,0.14,0.02
-0--1-00--,0.84,0.39,-0.53,0.02
-0--1-00--,0.72,0.07,-0.73,0.02
-0--1-00--,0.66,0.54,-0.35,0.02
-0--1-00--,-0.88,1.55,-0.21,0.02
-0--1-00--,-0.26,0.55,-0.18,0.02
-0--2-00--,-0.16,1.21,-0.54,0.02
-0--2-00--,-0.29,0.6,-0.26,0.02
-0--2-00--,-1.22,0.78,-0.04,0.02
-0--2-00--,-0.56,-0.13,-0.4,0.02
-0--2-00--,0.42,-0.15,-0.05,0.02
-0--2-00--,0.14,-0.63,0.01,0.02
-0--2-00--,-2.07,0.17,0.61,0.02
-0--3-00--,0.17,-1.19,-0.07,0.02
-0--0-00--,0.86,0.12,-0.92,0.02
-0--0-00--,0.72,0.42,-0.3,0.02
-0--0-00--,1.69,0.15,-1.02,0.02
-0--0-00--,0.15,0.78,-0.71,0.02
-0--0-00--,-0.15,1.11,-0.75,0.02
-0--0-00--,1.06,0.2,-1.57,0.02
-0--0-00--,-0.48,1.06,-0.39,0.02
-0--1-00--,-0.28,0.67,-0.59,0.02
-0--1-00--,-0.73,0.93,0.2,0.02
-0--1-00--,-0.5,0.54,-0.38,0.02
-0--1-00--,-0.2,0.19,-0.36,0.02
-0--1-00--,0.05,0.55,0.24,0.02
-0--1-00--,0.59,0.77,-1.16,0.02
-0--1-00--,-1.59,1.06,0.36,0.02
-0--2-00--,-0.66,0.29,-0.2,0.02
-0--2-00--,0.09,-0.42,-0.11,0.02
-0--2-00--,1.06,-0.07,-0.87,0.02
-0--2-00--,-0.17,0.85,-0.69,0.02
-0--2-00--,-0.05,0.5,-0.17,0.02
-0--2-00--,0.06,-0.25,0.26,0.02
-0--2-00--,0.8,0.83,-0.48,0.02
-0--0-00--,1.7,0.57,-0.12,0.02
-0--0-00--,0.21,-0.04,-0.34,0.02
-0--0-00--,0.97,0.39,-1.24,0.02
-0--0-00--,-0.45,0.65,0.19,0.02
-0--0-00--,-1.12,0.15,1.12,0.02
-0--0-00--,-0.1,-0.21,-0.31,0.02
-0--0-00--,1.47,-0.02,-0.83,0.02
-0--1-00--,-0.07,0.32,0.19,0.02
-0--1-00--,-1.93,-0.39,1.53,0.02
-0--1-00--,-0.74,-0.92,0.8,0.02
-0--1-00--,0.01,-2.32,0.94,0.02
-0--1-00--,3.12,-2.84,0.98,0.02
-0--1-00--,0.71,0.44,-0.8,0.02
-0--2-00--,-0.3,-1.13,0.48,0.02
-0--2-00--,0.58,-1.85,0.27,0.02
-0--2-00--,0.54,1.02,-0.84,0.02
-0--2-00--,0.84,-0.7,0.12,0.02
-0--2-00--,0.71,-0.44,0.16,0.02
-0--2-00--,-0.28,0.27,-0.04,0.02
-0--2-00--,-0.34,-0.63,0.66,0.02
-0--2-00--,-0.24,-1.36,1.32,0.02
