Date,Mkt-RF,SMB,HML,RF
-1--2-06--,0.71,0.15,0.12,0.02
-1--2-06--,-0.38,0.08,0.2,0.02
-1--3-06--,-0.4,0.05,0.09,0.02
-1--3-06--,0.23,0.31,-0.14,0.02
-1--0-06--,-0.33,-0.49,0.04,0.02
-1--0-06--,-0.12,-0.14,0.07,0.02
-1--0-06--,-0.15,0.23,0.1,0.02
-1--0-06--,0.89,-0.35,0.04,0.02
-1--0-06--,0.47,-0.1,-0.11,0.02
-1--0-06--,-0.09,-0.07,0.27,0.02
-1--0-06--,-0.13,-0.03,0.14,0.02
-1--1-06--,0.03,0.18,0.15,0.02
-1--1-06--,-0.11,-0.33,0.15,0.02
-1--1-06--,0.54,0.54,-0.33,0.02
-1--1-06--,0.35,0.04,-0.08,0.02
-1--1-06--,-0.1,-0.17,-0.02,0.02
-1--1-06--,-0.15,-0.1,0.16,0.02
-1--2-06--,-0.35,-0.38,0.16,0.02
-1--2-06--,0.28,0.0,-0.04,0.02
-1--2-06--,0.74,0.35,-0.36,0.02
-1--2-06--,0.02,0.14,-0.01,0.02
-1--2-06--,-0.05,0.41,-0.05,0.02
-1--2-06--,-0.98,0.22,0.15,0.02
-1--2-06--,0.11,-0.02,-0.1,0.02
-1--2-06--,0.98,-0.05,-0.02,0.02
-1--3-06--,0.41,0.47,0.08,0.02
-1--0-06--,-0.06,0.2,0.01,0.02
-1--0-06--,0.72,0.06,-0.06,0.02
-1--0-06--,0.32,-0.25,0.1,0.02
-1--0-06--,-0.02,0.06,0.05,0.02
-1--0-06--,0.06,-0.03,0.06,0.02
-1--0-06--,-0.32,-0.07,-0.12,0.02
-1--1-06--,0.41,-0.09,0.34,0.02
-1--1-06--,0.14,-0.28,0.23,0.02
-1--1-06--,0.03,-0.12,0.04,0.02
-1--1-06--,0.52,-0.25,-0.08,0.02
-1--1-06--,-0.01,-0.14,0.14,0.02
-1--1-06--,-0.16,-0.21,0.09,0.02
-1--1-06--,-0.01,-0.05,0.07,0.02
-1--2-06--,0.16,0.4,0.07,0.02
-1--2-06--,-0.22,0.07,0.19,0.02
-1--2-06--,-0.5,0.3,0.03,0.02
-1--2-06--,-0.06,-0.07,-0.02,0.02
-1--2-06--,0.09,0.15,0.1,0.02
-1--2-06--,0.88,0.01,0.09,0.02
-1--2-06--,0.02,0.02,-0.02,0.02
-1--2-06--,-0.15,0.13,0.02,0.02
-0--0-07--,0.02,0.01,0.0,0.02
-0--0-07--,0.65,-0.15,0.02,0.02
-0--0-07--,-0.47,-0.02,0.16,0.02
-0--0-07--,-0.28,0.0,-0.1,0.02
-0--0-07--,-0.93,-0.04,-0.03,0.02
-0--0-07--,0.14,-0.03,0.1,0.02
-0--0-07--,0.03,0.05,-0.02,0.02
-0--1-07--,-0.56,0.0,-0.28,0.02
-0--1-07--,0.61,-0.17,-0.18,0.02
-0--1-07--,0.77,0.2,-0.01,0.02
-0--1-07--,0.43,0.25,-0.02,0.02
-0--1-07--,-0.27,0.15,-0.05,0.02
-0--1-07--,0.05,0.07,-0.07,0.02
-0--1-07--,-0.14,-0.07,0.07,0.02
-0--1-07--,0.39,0.11,0.0,0.02
-0--2-07--,-0.28,0.14,0.19,0.02
-0--2-07--,0.39,0.12,0.12,0.02
-0--2-07--,0.64,-0.21,0.02,0.02
-0--2-07--,-0.86,0.14,-0.1,0.02
-0--2-07--,-0.3,0.26,0.1,0.02
-0--2-07--,0.2,0.24,0.07,0.02
-0--3-07--,0.42,-0.19,0.19,0.02
-0--3-07--,0.33,-0.01,-0.1,0.02
-0--0-07--,0.79,-0.07,0.12,0.02
-0--0-07--,0.07,0.0,0.11,0.02
-0--0-07--,-0.2,0.14,-0.04,0.02
-0--0-07--,0.48,0.11,0.11,0.02
-0--0-07--,0.2,0.01,0.02,0.02
-0--0-07--,-0.31,0.16,-0.01,0.02
-0--0-07--,-0.19,-0.01,0.14,0.02
-0--1-07--,-0.53,0.21,0.04,0.02
-0--1-07--,0.79,-0.19,0.12,0.02
-0--1-07--,1.02,-0.32,-0.16,0.02
-0--1-07--,0.31,0.14,0.04,0.02
-0--1-07--,-0.07,0.22,0.1,0.02
-0--1-07--,0.21,0.09,-0.06,0.02
-0--2-07--,-0.03,0.22,-0.05,0.02
-0--2-07--,-0.24,0.35,0.04,0.02
-0--2-07--,0.09,0.2,-0.09,0.02
-0--2-07--,0.19,0.25,-0.22,0.02
-0--2-07--,0.18,0.05,0.15,0.02
-0--2-07--,-2.44,0.28,0.33,0.02
-0--2-07--,-0.82,-0.43,0.09,0.02
-0--0-07--,-0.69,0.13,0.15,0.02
-0--0-07--,-0.69,-0.02,0.07,0.02
-0--0-07--,-1.72,-1.08,0.31,0.02
-0--0-07--,1.4,0.47,-0.23,0.02
-0--0-07--,0.42,0.1,-0.02,0.02
-0--0-07--,0.79,-0.07,-0.09,0.02
-0--0-07--,0.05,0.06,0.08,0.02
-0--1-07--,0.42,0.45,-0.08,0.02
-0--1-07--,-1.3,0.33,0.05,0.02
-0--1-07--,-1.06,-0.13,-0.08,0.02
-0--1-07--,0.99,-0.01,-0.03,0.02
-0--1-07--,0.02,0.03,-0.03,0.02
-0--1-07--,1.02,-0.54,0.11,0.02
-0--2-07--,0.74,-0.05,0.04,0.02
-0--2-07--,1.16,-0.23,-0.03,0.02
-0--2-07--,0.47,-0.07,0.02,0.02
-0--2-07--,0.15,-0.07,0.29,0.02
-0--2-07--,-0.03,0.36,-0.16,0.02
-0--2-07--,-0.28,0.09,0.01,0.02
-0--2-07--,-0.61,0.4,0.04,0.02
-0--2-07--,0.43,-0.3,0.13,0.02
-0--3-07--,0.14,0.4,-0.12,0.02
-0--0-07--,0.09,-0.14,0.09,0.02
-0--0-07--,0.74,-0.41,0.01,0.02
-0--0-07--,0.51,0.1,-0.16,0.02
-0--0-07--,0.26,0.11,-0.06,0.02
-0--0-07--,-0.24,-0.07,0.08,0.02
-0--0-07--,0.1,0.0,0.17,0.02
-0--1-07--,0.59,0.16,-0.06,0.02
-0--1-07--,-0.31,0.07,0.17,0.02
-0--1-07--,0.3,0.09,-0.15,0.02
-0--1-07--,0.33,-0.06,-0.08,0.02
-0--1-07--,1.0,-0.23,0.22,0.02
-0--1-07--,0.19,-0.18,-0.07,0.02
-0--1-07--,0.08,-0.02,0.12,0.02
-0--1-07--,-0.5,-0.25,-0.13,0.02
-0--2-07--,0.81,-0.18,0.29,0.02
-0--2-07--,-0.16,0.12,-0.04,0.02
-0--2-07--,-0.21,0.11,0.02,0.02
-0--2-07--,0.59,-0.34,0.06,0.02
-0--2-07--,-0.07,0.06,-0.14,0.02
-0--2-07--,-0.07,0.23,-0.12,0.02
-0--3-07--,-0.36,-0.05,0.09,0.02
-0--0-07--,-0.14,-0.08,-0.07,0.02
-0--0-07--,0.63,0.05,-0.02,0.02
-0--0-07--,0.16,-0.19,0.08,0.02
-0--0-07--,0.57,-0.07,-0.04,0.02
-0--0-07--,0.41,-0.11,0.14,0.02
-0--0-07--,-0.51,0.07,-0.06,0.02
-0--0-07--,0.28,-0.07,0.0,0.02
-0--1-07--,-1.03,0.21,0.28,0.02
-0--1-07--,0.58,-0.32,0.14,0.02
-0--1-07--,-0.05,-0.17,0.09,0.02
-0--1-07--,0.07,-0.47,0.31,0.02
-0--1-07--,0.04,-0.26,-0.05,0.02
-0--1-07--,-0.02,-0.16,-0.01,0.02
-0--1-07--,0.57,-0.3,0.01,0.02
-0--2-07--,0.14,0.41,-0.03,0.02
-0--2-07--,0.13,0.39,-0.09,0.02
-0--2-07--,0.32,-0.06,0.03,0.02
-0--2-07--,-0.88,-0.01,0.0,0.02
-0--2-07--,0.09,-0.04,-0.06,0.02
-0--2-07--,0.15,0.17,0.08,0.02
-0--2-07--,0.22,0.13,-0.05,0.02
-0--3-07--,0.19,-0.31,0.04,0.02
-0--3-07--,0.56,0.34,-0.09,0.02
-0--0-07--,0.57,0.04,0.02,0.02
-0--0-07--,0.23,0.16,-0.1,0.02
-0--0-07--,-0.33,0.18,-0.06,0.02
-0--0-07--,-0.96,0.48,0.02,0.02
-0--0-07--,-1.48,0.3,0.2,0.02
-0--0-07--,0.07,-0.32,0.03,0.02
-0--1-07--,0.37,-0.15,0.18,0.02
-0--1-07--,-0.91,0.09,0.02,0.02
-0--1-07--,0.58,-0.47,-0.03,0.02
-0--1-07--,0.87,-0.19,-0.07,0.02
-0--1-07--,1.0,-0.08,-0.14,0.02
-0--1-07--,0.09,0.14,-0.02,0.02
-0--1-07--,-0.01,0.11,0.2,0.02
-0--2-07--,-0.5,0.27,-0.08,0.02
-0--2-07--,-0.09,-0.07,-0.09,0.02
-0--2-07--,-0.55,0.58,-0.03,0.02
-0--2-07--,-0.38,-0.29,0.01,0.02
-0--2-07--,-0.38,0.09,0.07,0.02
-0--2-07--,0.02,0.02,-0.07,0.02
-0--2-07--,0.53,0.25,-0.04,0.02
-0--2-07--,0.5,-0.13,0.02,0.02
-0--0-07--,0.82,0.08,-0.16,0.02
-0--0-07--,0.43,-0.16,-0.01,0.02
-0--0-07--,0.19,-0.02,-0.06,0.02
-0--0-07--,-0.18,0.22,-0.24,0.02
-0--0-07--,0.4,-0.17,0.05,0.02
-0--0-07--,0.34,0.12,0.09,0.02
-0--1-07--,-0.59,0.41,-0.08,0.02
-0--1-07--,-0.1,-0.11,-0.16,0.02
-0--1-07--,1.34,-0.5,-0.06,0.02
-0--1-07--,0.46,-0.21,0.02,0.02
-0--1-07--,-0.15,-0.15,-0.04,0.02
-0--1-07--,-0.14,0.15,0.02,0.02
-0--1-07--,-0.52,0.13,-0.1,0.02
-0--1-07--,0.6,-0.11,-0.13,0.02
-0--2-07--,-0.66,0.27,-0.07,0.02
-0--2-07--,0.18,-0.38,-0.05,0.02
-0--2-07--,-1.22,0.43,-0.12,0.02
-0--2-07--,-0.64,-0.12,-0.12,0.02
-0--2-07--,-2.06,0.49,-0.06,0.02
-0--2-07--,-1.67,-0.29,0.3,0.02
-0--3-07--,0.6,-0.05,-0.18,0.02
-0--3-07--,0.24,0.18,0.25,0.02
-0--0-07--,-0.79,-0.53,-0.15,0.02
-0--0-07--,0.52,-0.37,-0.2,0.02
-0--0-07--,-1.31,0.38,-0.26,0.02
-0--0-07--,0.25,-0.97,-0.11,0.02
-0--0-07--,0.51,-0.64,-0.06,0.02
-0--0-07--,1.59,-0.24,-0.6,0.02
-0--0-07--,-2.03,1.29,-0.63,0.02
-0--1-07--,-1.44,-0.17,0.56,0.02
-0--1-07--,0.43,-0.74,0.41,0.02
-0--1-07--,-1.4,0.31,0.13,0.02
-0--1-07--,-1.55,-0.33,0.35,0.02
-0--1-07--,-1.52,0.08,0.74,0.02
-0--1-07--,1.24,-1.46,0.38,0.02
-0--2-07--,0.85,0.28,-0.37,0.02
-0--2-07--,0.23,-0.05,0.06,0.02
-0--2-07--,1.39,-0.36,-0.05,0.02
-0--2-07--,0.5,-0.01,-0.24,0.02
-0--2-07--,0.9,-0.13,-0.04,0.02
-0--2-07--,-0.23,0.36,-0.09,0.02
-0--2-07--,-1.74,0.47,-0.05,0.02
-0--2-07--,0.96,-0.68,-0.15,0.02
-0--3-07--,0.21,-0.09,-0.11,0.02
-0--3-07--,1.41,-0.03,-0.04,0.02
-0--0-07--,0.08,0.12,0.05,0.02
-0--0-07--,0.55,-0.21,-0.08,0.02
-0--0-07--,-0.99,0.24,-0.07,0.02
-0--0-07--,0.41,-0.24,-0.19,0.02
-0--0-07--,-1.12,0.78,0.04,0.02
-0--1-07--,-0.68,-0.36,0.11,0.02
-0--1-07--,1.3,-0.5,-0.2,0.02
-0--1-07--,0.28,-0.3,0.0,0.02
-0--1-07--,0.37,-0.79,0.11,0.02
-0--1-07--,-0.13,0.07,-0.1,0.02
-0--1-07--,-0.85,0.03,-0.01,0.02
-0--1-07--,1.87,-0.68,0.14,0.02
-0--1-07--,1.58,-0.36,0.03,0.02
-0--2-07--,-0.05,0.2,-0.24,0.02
-0--2-07--,0.25,-0.24,-0.19,0.02
-0--2-07--,-0.08,0.04,-0.4,0.02
-0--2-07--,-0.09,-0.06,-0.16,0.02
-0--2-07--,0.46,0.12,-0.15,0.02
-0--2-07--,0.91,0.08,-0.16,0.02
-0--2-07--,0.33,0.01,-0.11,0.02
-1--0-07--,0.72,-0.08,-0.02,0.01
-1--0-07--,0.11,0.34,0.08,0.01
-1--0-07--,-0.33,0.01,-0.21,0.01
-1--0-07--,0.19,0.15,0.01,0.01
-1--0-07--,0.92,0.23,-0.3,0.01
-1--0-07--,-0.47,0.14,-0.3,0.01
-1--0-07--,0.79,-0.05,-0.2,0.01
-1--1-07--,0.14,0.08,-0.28,0.01
-1--1-07--,0.28,-0.14,0.12,0.01
-1--1-07--,0.06,0.01,-0.33,0.01
-1--1-07--,-0.57,0.29,-0.14,0.01
-1--1-07--,-0.96,-0.06,-0.04,0.01
-1--1-07--,0.36,-0.22,-0.2,0.01
-1--1-07--,0.23,0.47,-0.5,0.01
-1--1-07--,-1.41,0.29,0.15,0.01
-1--2-07--,-1.03,-0.01,0.08,0.01
-1--2-07--,1.18,0.05,-0.54,0.01
-1--2-07--,-0.33,0.07,-0.23,0.01
-1--2-07--,0.43,-0.39,0.12,0.01
-1--2-07--,1.3,-0.31,-0.05,0.01
-1--2-07--,0.89,-0.32,-0.19,0.01
-1--3-07--,-0.49,0.21,0.07,0.01
-1--3-07--,1.16,0.06,-0.04,0.01
-1--0-07--,-1.72,0.21,-0.37,0.02
-1--0-07--,-0.2,0.2,-0.6,0.02
-1--0-07--,-0.88,-0.29,-0.03,0.02
-1--0-07--,1.05,-0.16,-0.02,0.02
-1--0-07--,-1.32,0.08,-0.17,0.02
-1--0-07--,-0.42,-0.03,0.32,0.02
-1--0-07--,-1.27,0.39,0.55,0.02
-1--1-07--,-1.56,-0.45,0.64,0.02
-1--1-07--,1.4,-0.61,-0.05,0.02
-1--1-07--,0.38,0.15,-0.17,0.02
-1--1-07--,-1.23,0.07,-0.04,0.02
-1--1-07--,-0.18,-0.41,-0.51,0.02
-1--1-07--,-1.68,-0.26,0.05,0.02
-1--2-07--,0.98,-0.92,-0.18,0.02
-1--2-07--,-1.78,0.11,0.15,0.02
-1--2-07--,0.09,-0.46,-0.16,0.02
-1--2-07--,1.27,-0.16,0.14,0.02
-1--2-07--,-0.56,0.36,-0.27,0.02
-1--2-07--,0.1,-0.49,0.01,0.02
-1--2-07--,2.17,-0.72,-0.18,0.02
-1--2-07--,0.25,-0.14,-0.21,0.02
-1--3-07--,0.53,-0.27,0.44,0.02
-1--0-07--,-0.24,0.11,0.14,0.01
-1--0-07--,-0.64,-0.14,0.02,0.01
-1--0-07--,0.82,-0.62,0.07,0.01
-1--0-07--,0.97,0.22,0.08,0.01
-1--0-07--,0.27,-0.09,0.05,0.01
-1--1-07--,0.6,-0.36,0.15,0.01
-1--1-07--,-1.15,0.28,0.12,0.01
-1--1-07--,0.14,-0.06,-0.14,0.01
-1--1-07--,-1.34,0.07,-0.05,0.01
-1--1-07--,-1.27,-0.44,0.04,0.01
-1--1-07--,-1.76,-0.45,0.53,0.01
-1--1-07--,0.12,0.28,0.0,0.01
-1--1-07--,-0.33,0.1,-0.2,0.01
-1--2-07--,0.24,-0.09,-0.33,0.01
-1--2-07--,1.5,-0.18,-0.09,0.01
-1--2-07--,0.49,0.09,-0.07,0.01
-1--2-07--,0.17,-0.04,-0.05,0.01
-1--2-07--,0.37,0.36,-0.06,0.01
-1--2-07--,-0.18,-0.2,0.32,0.01
-1--2-07--,0.31,-0.02,0.0,0.01
-1--3-07--,-0.57,0.39,0.25,0.01
-0--0-08--,0.02,0.01,-0.01,0.01
-0--0-08--,-0.39,0.59,0.04,0.01
-0--0-08--,-0.12,-0.33,-0.11,0.01
-0--0-08--,-2.16,-0.05,0.36,0.01
-0--0-08--,-0.61,-0.5,0.36,0.01
-0--0-08--,-0.43,-0.25,-0.54,0.01
-0--0-08--,-0.19,-0.51,-0.32,0.01
-0--1-08--,0.24,-0.11,0.18,0.01
-0--1-08--,-1.13,-0.51,0.73,0.01
-0--1-08--,0.86,-0.19,-0.04,0.01
-0--1-08--,-2.48,0.1,0.24,0.01
-0--1-08--,-1.71,-0.47,0.41,0.01
-0--1-08--,-1.17,0.97,-0.02,0.01
-0--1-08--,-0.62,0.14,-0.62,0.01
-0--2-08--,-3.23,0.41,-0.41,0.01
-0--2-08--,-0.13,-1.53,1.16,0.01
-0--2-08--,0.31,1.06,0.3,0.01
-0--2-08--,2.98,-1.06,-0.04,0.01
-0--2-08--,0.1,1.17,-0.18,0.01
-0--2-08--,0.22,-0.24,0.51,0.01
-0--2-08--,1.12,-0.16,0.59,0.01
-0--3-08--,-0.35,0.15,0.16,0.01
-0--3-08--,0.93,0.21,0.19,0.01
-0--0-08--,1.26,-0.05,-0.14,0.01
-0--0-08--,0.08,0.6,-0.06,0.01
-0--0-08--,-3.08,0.97,0.0,0.01
-0--0-08--,-0.77,-0.51,0.38,0.01
-0--0-08--,-0.62,0.34,-0.01,0.01
-0--0-08--,-0.11,0.05,-0.25,0.01
-0--1-08--,0.03,0.05,-0.47,0.01
-0--1-08--,1.49,-1.07,0.13,0.01
-0--1-08--,0.62,0.09,-0.12,0.01
-0--1-08--,0.22,0.19,-0.02,0.01
-0--1-08--,-0.46,0.21,-0.03,0.01
-0--1-08--,0.47,-0.21,-0.09,0.01
-0--1-08--,0.49,0.21,-0.06,0.01
-0--2-08--,-0.56,0.11,0.09,0.01
-0--2-08--,0.33,0.26,0.04,0.01
-0--2-08--,-0.08,-0.05,-0.02,0.01
-0--2-08--,1.45,-0.3,-0.02,0.01
-0--2-08--,1.42,-0.48,0.15,0.01
-0--2-08--,0.42,0.33,-0.13,0.01
-0--2-08--,-0.67,0.62,-0.26,0.01
-0--2-08--,-1.85,0.69,0.07,0.01
-0--0-08--,-0.99,-0.21,0.11,0.01
-0--0-08--,-0.73,0.03,0.07,0.01
-0--0-08--,0.99,-0.68,-0.01,0.01
-0--0-08--,-0.76,0.56,-0.15,0.01
-0--0-08--,-1.4,0.05,0.28,0.01
-0--1-08--,-1.53,-0.43,0.6,0.01
-0--1-08--,1.96,-0.78,0.14,0.01
-0--1-08--,1.05,0.09,-0.08,0.01
-0--1-08--,-0.21,0.47,-0.25,0.01
-0--1-08--,-1.32,0.23,-0.12,0.01
-0--1-08--,-2.26,0.3,0.2,0.01
-0--1-08--,2.39,-1.66,0.18,0.01
-0--1-08--,-1.07,0.5,0.38,0.01
-0--2-08--,0.11,-0.48,0.41,0.01
-0--2-08--,0.17,0.27,0.08,0.01
-0--2-08--,0.77,0.18,-0.65,0.01
-0--2-08--,2.24,-0.35,0.12,0.01
-0--2-08--,0.28,0.61,-0.12,0.01
-0--2-08--,-0.3,0.09,0.21,0.01
-0--2-08--,-0.3,0.22,0.14,0.01
-0--3-08--,-0.16,0.11,-0.02,0.01
-0--0-08--,1.95,-1.4,0.18,0.01
-0--0-08--,1.1,-0.2,0.07,0.01
-0--0-08--,0.11,-0.02,-0.23,0.01
-0--0-08--,0.4,-0.16,-0.32,0.01
-0--0-08--,0.36,-0.16,0.04,0.01
-0--0-08--,-0.75,0.21,-0.07,0.01
-0--0-08--,-0.45,-0.18,0.18,0.01
-0--1-08--,-0.16,-0.17,-0.4,0.01
-0--1-08--,-0.88,0.5,0.26,0.01
-0--1-08--,-0.7,0.06,-0.06,0.01
-0--1-08--,0.34,-0.04,0.16,0.01
-0--1-08--,2.25,-0.33,-0.18,0.01
-0--1-08--,-0.17,-0.11,0.3,0.01
-0--1-08--,1.16,-0.78,-0.07,0.01
-0--2-08--,0.28,0.05,-0.58,0.01
-0--2-08--,-0.49,-0.08,0.09,0.01
-0--2-08--,0.03,-0.15,-0.57,0.01
-0--2-08--,-0.41,0.02,0.18,0.01
-0--2-08--,0.83,-0.36,0.28,0.01
-0--2-08--,0.5,0.32,0.03,0.01
-0--2-08--,-0.74,0.05,0.26,0.01
-0--3-08--,0.32,0.22,0.07,0.01
-0--0-08--,0.14,-0.27,-0.18,0.01
-0--0-08--,0.89,-0.56,0.15,0.01
-0--0-08--,0.11,0.37,-0.03,0.01
-0--0-08--,0.39,0.12,-0.07,0.01
-0--0-08--,-0.71,0.24,-0.1,0.01
-0--0-08--,0.2,0.36,-0.35,0.01
-0--0-08--,-0.52,0.48,-0.12,0.01
-0--1-08--,0.69,-0.01,-0.28,0.01
-0--1-08--,-0.1,0.04,-0.1,0.01
-0--1-08--,0.5,-0.3,0.32,0.01
-0--1-08--,0.78,0.03,-0.07,0.01
-0--1-08--,0.76,-0.18,-0.07,0.01
-0--1-08--,0.34,-0.24,-0.17,0.01
-0--2-08--,-0.64,0.78,-0.03,0.01
-0--2-08--,-0.72,0.58,0.07,0.01
-0--2-08--,0.01,-0.1,-0.22,0.01
-0--2-08--,-1.01,0.65,-0.02,0.01
-0--2-08--,-0.33,-0.2,-0.02,0.01
-0--2-08--,-0.03,0.05,-0.12,0.01
-0--2-08--,0.28,-0.39,-0.16,0.01
-0--2-08--,0.21,0.05,-0.17,0.01
-0--3-08--,0.59,0.11,0.22,0.01
-0--0-08--,-0.58,0.37,0.05,0.01
-0--0-08--,-0.52,-0.22,-0.09,0.01
-0--0-08--,-0.25,0.41,-0.06,0.01
-0--0-08--,1.07,-0.03,0.11,0.01
-0--0-08--,-1.21,0.76,-0.1,0.01
-0--0-08--,-0.9,-0.52,-0.22,0.01
-0--1-08--,-1.29,-0.21,0.17,0.01
-0--1-08--,-0.93,0.37,-0.08,0.01
-0--1-08--,-0.46,-0.28,0.11,0.01
-0--1-08--,0.64,-0.3,-0.36,0.01
-0--1-08--,0.56,0.26,-0.11,0.01
-0--1-08--,0.2,0.15,-0.05,0.01
-0--1-08--,-0.74,0.45,-0.23,0.01
-0--1-08--,-0.5,0.09,-0.46,0.01
-0--2-08--,-1.28,0.6,0.17,0.01
-0--2-08--,-0.4,-0.42,-0.36,0.01
-0--2-08--,-0.53,-0.43,0.33,0.01
-0--2-08--,0.84,-0.11,0.24,0.01
-0--2-08--,-1.7,0.99,-0.11,0.01
-0--2-08--,-0.4,0.02,-0.14,0.01
-0--3-08--,0.1,-0.69,0.01,0.01
-0--0-08--,-0.66,0.1,-0.15,0.01
-0--0-08--,-1.18,-0.47,0.38,0.01
-0--0-08--,-0.63,-1.03,0.16,0.01
-0--0-08--,-0.4,0.43,-0.32,0.01
-0--0-08--,0.01,-0.36,-0.2,0.01
-0--0-08--,-0.27,-0.05,0.37,0.01
-0--0-08--,0.0,-0.18,0.09,0.01
-0--1-08--,-0.27,0.27,-0.26,0.01
-0--1-08--,-0.83,1.1,-0.57,0.01
-0--1-08--,-0.3,-0.3,-0.53,0.01
-0--1-08--,-1.36,0.83,-0.57,0.01
-0--1-08--,0.97,-0.45,1.0,0.01
-0--1-08--,1.43,-0.4,1.38,0.01
-0--1-08--,0.21,-0.69,1.19,0.01
-0--2-08--,0.82,0.21,-0.06,0.01
-0--2-08--,0.17,0.36,0.37,0.01
-0--2-08--,0.6,-0.18,0.92,0.01
-0--2-08--,-1.36,0.77,-0.39,0.01
-0--2-08--,-0.22,-0.13,-0.53,0.01
-0--2-08--,-0.94,0.3,-0.67,0.01
-0--2-08--,0.34,-0.34,0.1,0.01
-0--3-08--,1.51,-0.64,0.15,0.01
-0--3-08--,-0.39,0.35,0.38,0.01
-0--0-08--,-1.1,0.52,0.36,0.01
-0--0-08--,-1.11,-0.16,0.24,0.01
-0--0-08--,1.29,-1.16,1.3,0.01
-0--0-08--,0.67,0.08,-0.43,0.01
-0--0-08--,-1.11,0.26,-0.89,0.01
-0--0-08--,0.22,-0.21,0.38,0.01
-0--1-08--,0.6,0.16,0.7,0.01
-0--1-08--,-0.63,0.03,-0.3,0.01
-0--1-08--,-0.97,0.48,-1.08,0.01
-0--1-08--,0.1,-0.12,-0.03,0.01
-0--1-08--,-0.14,0.06,0.45,0.01
-0--1-08--,-0.52,0.11,-0.17,0.01
-0--1-08--,-1.29,0.07,-0.82,0.01
-0--2-08--,0.41,-0.34,-0.4,0.01
-0--2-08--,0.39,-0.06,-0.43,0.01
-0--2-08--,0.5,-0.46,0.4,0.01
-0--2-08--,-0.83,0.35,-0.03,0.01
-0--2-08--,-0.19,-0.22,0.08,0.01
-0--2-08--,0.68,-0.12,-0.12,0.01
-0--2-08--,1.09,-0.29,0.71,0.01
-0--2-08--,-0.09,0.45,0.34,0.01
-0--0-08--,-0.5,-0.04,-0.05,0.01
-0--0-08--,-0.6,-0.17,1.07,0.01
-0--0-08--,-0.67,0.5,1.0,0.01
-0--0-08--,-2.91,0.7,-0.09,0.01
-0--0-08--,-0.98,-0.05,0.19,0.01
-0--0-08--,1.83,-0.83,1.14,0.01
-0--0-08--,-2.25,0.26,0.43,0.01
-0--1-08--,-0.38,-0.09,-0.23,0.01
-0--1-08--,0.17,-0.75,-0.39,0.01
-0--1-08--,1.49,-0.45,-0.29,0.01
-0--1-08--,-2.99,1.29,-0.77,0.01
-0--1-08--,-1.17,0.03,0.11,0.01
-0--1-08--,-2.36,0.87,-0.62,0.01
-0--1-08--,1.46,0.2,0.86,0.01
-0--1-08--,5.58,-2.67,1.94,0.01
-0--2-08--,-0.98,0.64,-1.16,0.01
-0--2-08--,-1.84,0.26,-0.26,0.01
-0--2-08--,-0.48,-0.41,-0.2,0.01
-0--2-08--,1.24,-1.23,0.42,0.01
-0--2-08--,-0.86,-0.08,0.13,0.01
-0--2-08--,-6.4,2.26,-0.72,0.01
-0--3-08--,1.15,-2.12,0.55,0.01
-1--0-08--,-0.08,-0.59,1.18,0.0
-1--0-08--,-3.51,0.18,0.71,0.0
-1--0-08--,-0.49,-1.49,0.42,0.0
-1--0-08--,-5.75,0.54,0.29,0.0
-1--0-08--,-2.97,-0.32,-1.28,0.0
-1--0-08--,-3.58,-0.6,-0.48,0.0
-1--0-08--,-4.15,1.12,-0.39,0.0
-1--1-08--,-5.1,2.37,0.18,0.0
-1--1-08--,9.2,-3.85,-1.38,0.0
-1--1-08--,2.48,-0.15,1.97,0.0
-1--1-08--,-6.67,2.02,0.8,0.0
-1--1-08--,-1.09,0.46,-1.23,0.0
-1--1-08--,1.09,-1.2,-0.04,0.0
-1--2-08--,3.76,-1.62,-0.97,0.0
-1--2-08--,-2.02,0.7,0.66,0.0
-1--2-08--,-5.73,1.8,-0.13,0.0
-1--2-08--,-0.19,-1.8,0.12,0.0
-1--2-08--,-4.68,0.4,-0.41,0.0
-1--2-08--,-3.86,-0.55,0.27,0.0
-1--2-08--,6.56,-4.17,1.06,0.0
-1--2-08--,3.59,0.43,-1.36,0.0
-1--3-08--,2.98,0.46,0.14,0.0
-1--3-08--,0.55,1.42,0.0,0.0
-1--0-08--,0.29,0.54,-0.32,0.0
-1--0-08--,4.8,-1.92,0.22,0.0
-1--0-08--,-2.29,1.33,0.43,0.0
-1--0-08--,-5.57,1.99,0.06,0.0
-1--0-08--,1.34,-1.52,-0.64,0.0
-1--1-08--,0.37,-0.01,-0.71,0.0
-1--1-08--,-3.52,1.07,-0.36,0.0
-1--1-08--,-3.73,0.88,0.19,0.0
-1--1-08--,2.64,-1.22,-0.4,0.0
-1--1-08--,-1.87,-0.65,0.19,0.0
-1--1-08--,-1.72,1.26,-0.43,0.0
-1--1-08--,-0.1,-1.14,-0.01,0.0
-1--1-08--,-4.42,1.17,-0.8,0.0
-1--2-08--,-5.39,1.45,0.0,0.0
-1--2-08--,2.7,-0.97,-0.63,0.0
-1--2-08--,6.16,-2.68,0.44,0.0
-1--2-08--,1.73,-0.19,0.77,0.0
-1--2-08--,1.13,-0.02,0.27,0.0
-1--2-08--,1.05,-0.29,0.16,0.0
-1--2-08--,0.67,-0.21,-0.04,0.0
-1--0-08--,-6.1,1.81,-0.36,0.0
